hhsize97,yycali,pobre,mpcalif,vilcount,vilcountpoor,numunder15,rightagetotal,rightageshare,rightagepoortotal,rightagepoorshare,rightageattend97total,rightageattend97share,rightageattend97poortotal,rightageattend97poorshare,fatherathome,motherathome,fatherlit,motherlit,fatherschool,motherschool,minprimtotal,minprimtotal15to20,minprimtotal21to30,minprimshare,minprimshare15to20,minprimshare21to30,minprimtotalpoor,minprimtotal15to20poor,minprimtotal21to30poor,minprimsharepoor,minprimshare15to20poor,minprimshare21to30poor,fatherminprim,motherminprim,minsectotal,minsectotal15to20,minsectotal21to30,minsecshare,minsecshare15to20,minsecshare21to30,minsectotalpoor,minsectotal15to20poor,minsectotal21to30poor,minsecsharepoor,minsecshare15to20poor,minsecshare21to30poor,fatherminsec,motherminsec,minhightotal,minhightotal15to20,minhightotal21to30,minhighshare,minhighshare15to20,minhighshare21to30,minhightotalpoor,minhightotal15to20poor,minhightotal21to30poor,minhighsharepoor,minhighshare15to20poor,minhighshare21to30poor,verypoor,poor,notrich,goodatschool,cansec,canfurther,canhigh,canuni,desgirlsec,desgirlfurther,desgirlhigh,desgirluni,desboysec,desboyfurther,desboyhigh,desboyuni,breakfast,whynobreakfast,talkwithteacher,whytalkwithteacher,guardian,schoolwork,problemdiscipline,problemteachers,problemcommunication,problemteachattendance,teacherprepared,teacherfulfilled,teacherpunctual,teacherpatient,helpsibgirl,helpsibboy,helpworkgirl,helpworkboy,earnmongirl,earnmonboy,weekexp1,weekexp2,weekexp3,weekexp4,weekexp5,monthexp1,monthexp2,monthexp3,sixmonthexp1,sixmonthexp2,sixmonthexp3,sixmonthexp4,sixmonthexp5,sixmonthexp6,sixmonthexp7,sixmonthexp8,sixmonthexp9,sixmonthexp10,sixmonthexp11,sixmonthexp12,spendmoreon1,spendmoreon2,spendmoreon3,spendmoreon4,spendmoreon5,spendmoreon6,spendmoreon7,spendmoreon11,spendmoreon12,spendmoreon14,pcexp,lnpcexp,delegate,subdelegate,commissioner,commissary,devcommittee,healthcommittee,educommittee,agricommittee,DICONSA,prodcoop,church,politorga,parentassoc,commassembly,NGO,commwork,watersource,trash,allelectric,partselectric,partsewers,phone,numberpreschools,numberprimschools,numbertelesecondaria,primeactivity,secondactivity,thirdactivity,childlabor,avchildwage,ttprivsec,ttpubsec,tttelesec,ttclosestsec,ttCONALEP,ttCETA,ttCETIS,ttCEBTA,ttCEBTIS,ttprivhigh,ttpubhigh,ttclosesthigh,indloc,indice,grado,female,age97,attend97,attend98,treatment,highschool,highschool03,highschool03fin,moneyreason,otherreason,missing03
6,662,Pobre,3.28,483,302,4,17,.035196688,14,.046357617,17,.035196688,14,.046357617,1,1,1,1,1,1,184,184,184,.38095239,2.6285715,3.6800001,120,120,120,.397351,2.6666667,4.8000002,1,1,71,71,71,.14699793,1.0142857,1.42,38,38,38,.12582782,.84444445,1.52,0,0,23,23,23,.047619049,.32857144,.46000001,8,8,8,.026490066,.17777778,.31999999,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,0,,2,1,2,2,2,2,1,1,1,1,8,8,8,10,12,12,0,0,0,0,8,40,0,0,80,0,100,100,50,0,90,60,25,0,100,0,1,0,3,0,0,0,0,0,2,0,121.65379,4.8011794,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,1,1,1,1,99,99,0,0,,,.33333299,.33333299,,,,,,,.33333299,.33333299,1,.41486,5,1,13,1,1,1,1,1,1,0,0,0
7,589,Pobre,4.22,443,145,5,10,.022573363,5,.034482758,6,.013544018,3,.020689655,1,1,1,1,1,1,138,138,138,.31151241,2.15625,1.7692307,36,36,36,.24827586,2.25,1.6363636,0,1,66,66,66,.14898419,1.03125,.84615386,18,18,18,.12413793,1.125,.81818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,2,2,1,1,1,2,12,12,16,16,17,17,0,14,0,0,18,90,0,100,0,0,0,0,0,0,0,190,0,0,0,0,1,2,0,0,3,0,0,0,0,0,92.47364,4.5269237,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,99,99,0,0,,.41666666,.33333299,.33333299,,,,,,,,,0,.09552,5,0,12,1,1,0,0,0,0,1,0,0
7,659,Pobre,3.08,443,145,5,10,.022573363,5,.034482758,6,.013544018,3,.020689655,1,1,1,1,1,1,138,138,138,.31151241,2.15625,1.7692307,36,36,36,.24827586,2.25,1.6363636,0,1,66,66,66,.14898419,1.03125,.84615386,18,18,18,.12413793,1.125,.81818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,12,12,13,13,15,15,0,0,0,0,30,60,50,60,0,0,0,300,0,0,0,0,0,0,70,0,1,2,3,0,0,0,0,0,0,0,530.23279,6.2733159,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,99,99,0,0,,.41666666,.33333299,.33333299,,,,,,,,,0,.09552,5,0,12,1,1,0,0,0,0,1,0,0
8,931,No Pobre,2.74,443,145,4,10,.022573363,5,.034482758,6,.013544018,3,.020689655,1,1,1,1,1,1,138,138,138,.31151241,2.15625,1.7692307,36,36,36,.24827586,2.25,1.6363636,0,0,66,66,66,.14898419,1.03125,.84615386,18,18,18,.12413793,1.125,.81818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,6,6,7,7,16,16,0,30,0,0,20,80,0,0,200,80,120,100,120,80,50,80,78,135,50,30,1,0,2,0,3,0,0,0,0,0,175.3679,5.1668859,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,99,99,0,0,,.41666666,.33333299,.33333299,,,,,,,,,0,.09552,5,0,12,1,1,0,0,0,0,1,0,0
11,628.4,Pobre,3.61,177,122,8,7,.039548021,4,.032786883,5,.028248588,2,.016393442,1,1,1,1,1,1,38,38,38,.21468927,1.2258065,2,25,25,25,.20491803,1.1904762,1.6666666,0,0,1,1,1,.0056497175,.032258064,.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,,0,,1,1,2,2,2,2,1,1,1,1,7,8,10,10,17,16,0,0,0,0,70,120,30,0,150,0,500,300,300,400,200,250,200,300,200,80,0,1,0,0,2,0,0,0,0,3,158.99998,5.0689039,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0,0,1,1,0,1,2,9,0,0,,,,,,,,,,,,,0,.8546899999999999,5,1,14,1,1,1,0,0,0,0,1,0
10,843,No Pobre,2.73,483,302,4,17,.035196688,14,.046357617,17,.035196688,14,.046357617,1,1,1,1,0,0,184,184,184,.38095239,2.6285715,3.6800001,120,120,120,.397351,2.6666667,4.8000002,0,0,71,71,71,.14699793,1.0142857,1.42,38,38,38,.12582782,.84444445,1.52,0,0,23,23,23,.047619049,.32857144,.46000001,8,8,8,.026490066,.17777778,.31999999,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,10,12,10,13,18,16,0,0,0,0,40,60,0,0,16,0,0,60,0,0,0,150,0,0,40,50,1,3,2,0,0,0,0,0,0,0,168.43724,5.1265631,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,1,1,1,1,99,99,0,0,,,.33333299,.33333299,,,,,,,.33333299,.33333299,1,.41486,5,0,14,0,1,1,1,1,1,0,0,0
9,869,No Pobre,2.34,483,302,3,17,.035196688,14,.046357617,17,.035196688,14,.046357617,1,1,1,1,1,1,184,184,184,.38095239,2.6285715,3.6800001,120,120,120,.397351,2.6666667,4.8000002,0,1,71,71,71,.14699793,1.0142857,1.42,38,38,38,.12582782,.84444445,1.52,0,0,23,23,23,.047619049,.32857144,.46000001,8,8,8,.026490066,.17777778,.31999999,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,,1,1,1,1,1,1,1,2,1,1,1,1,10,16,12,12,20,18,0,0,0,0,0,30,0,0,0,0,120,100,100,50,30,20,70,0,0,0,1,0,3,0,0,0,0,0,2,0,297.56207,5.6956229,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,1,1,1,1,99,99,0,0,,,.33333299,.33333299,,,,,,,.33333299,.33333299,1,.41486,5,1,14,1,1,1,1,,,0,0,1
8,621,Pobre,3.23,483,302,5,17,.035196688,14,.046357617,17,.035196688,14,.046357617,1,1,1,1,1,1,184,184,184,.38095239,2.6285715,3.6800001,120,120,120,.397351,2.6666667,4.8000002,1,0,71,71,71,.14699793,1.0142857,1.42,38,38,38,.12582782,.84444445,1.52,0,0,23,23,23,.047619049,.32857144,.46000001,8,8,8,.026490066,.17777778,.31999999,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,,0,,2,1,2,2,2,2,1,1,1,1,7,7,7,7,14,14,0,0,0,0,8,40,0,0,0,0,0,0,0,0,60,48,18,0,100,40,1,0,2,0,3,0,0,0,0,0,115.95227,4.7531786,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,1,1,1,1,99,99,0,0,,,.33333299,.33333299,,,,,,,.33333299,.33333299,1,.41486,5,1,13,1,1,1,0,,,1,0,1
8,621,Pobre,3.23,483,302,5,17,.035196688,14,.046357617,17,.035196688,14,.046357617,1,1,1,1,1,1,184,184,184,.38095239,2.6285715,3.6800001,120,120,120,.397351,2.6666667,4.8000002,1,0,71,71,71,.14699793,1.0142857,1.42,38,38,38,.12582782,.84444445,1.52,0,0,23,23,23,.047619049,.32857144,.46000001,8,8,8,.026490066,.17777778,.31999999,1,1,1,,0,0,0,0,1,1,1,0,1,1,1,0,1,,0,,2,1,2,2,2,2,1,1,1,1,7,7,7,7,14,14,0,0,0,0,8,40,0,0,0,0,0,0,0,0,60,48,18,0,100,40,1,0,2,0,3,0,0,0,0,0,115.95227,4.7531786,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,1,1,1,1,99,99,0,0,,,.33333299,.33333299,,,,,,,.33333299,.33333299,1,.41486,5,0,12,1,,1,0,0,0,1,0,0
8,707,No Pobre,3.54,228,178,4,9,.039473683,6,.033707865,3,.013157895,1,.0056179776,1,1,1,1,0,1,48,48,48,.21052632,1.6551725,1.2631578,33,33,33,.18539326,1.5714285,1.1,0,0,2,2,2,.0087719299,.068965517,.052631579,1,1,1,.0056179776,.047619049,.033333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,6,6,7,7,,15,0,30,0,0,0,70,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,234.7868,5.4586778,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,2,0,1,99,99,1,20,,,,,,,,,,,,,0,.6323,5,1,14,1,0,1,0,0,0,1,0,0
6,641,Pobre,2.99,483,302,3,17,.035196688,14,.046357617,17,.035196688,14,.046357617,1,1,1,1,1,1,184,184,184,.38095239,2.6285715,3.6800001,120,120,120,.397351,2.6666667,4.8000002,0,0,71,71,71,.14699793,1.0142857,1.42,38,38,38,.12582782,.84444445,1.52,0,0,23,23,23,.047619049,.32857144,.46000001,8,8,8,.026490066,.17777778,.31999999,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,,0,,1,1,2,2,2,2,1,1,1,1,8,8,8,8,13,13,0,0,0,0,12,48,0,0,0,0,0,0,0,0,60,0,0,0,134,20,1,0,3,0,0,0,2,0,0,0,60.421875,4.1013513,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,1,1,1,1,99,99,0,0,,,.33333299,.33333299,,,,,,,.33333299,.33333299,1,.41486,5,1,13,1,1,1,1,1,1,0,0,0
6,622,Pobre,2.12,483,302,2,17,.035196688,14,.046357617,17,.035196688,14,.046357617,0,1,,1,,1,184,184,184,.38095239,2.6285715,3.6800001,120,120,120,.397351,2.6666667,4.8000002,,1,71,71,71,.14699793,1.0142857,1.42,38,38,38,.12582782,.84444445,1.52,,0,23,23,23,.047619049,.32857144,.46000001,8,8,8,.026490066,.17777778,.31999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,2,1,1,1,1,1,17,17,17,17,18,18,0,0,0,0,20,60,0,0,20,0,600,400,600,0,70,200,80,0,250,200,1,0,2,0,0,0,0,0,3,0,356.64517,5.8767414,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,1,1,1,1,99,99,0,0,,,.33333299,.33333299,,,,,,,.33333299,.33333299,1,.41486,5,0,12,1,1,1,1,,,0,0,1
10,735,Pobre,4.31,483,302,5,17,.035196688,14,.046357617,17,.035196688,14,.046357617,1,1,1,1,1,1,184,184,184,.38095239,2.6285715,3.6800001,120,120,120,.397351,2.6666667,4.8000002,1,1,71,71,71,.14699793,1.0142857,1.42,38,38,38,.12582782,.84444445,1.52,0,0,23,23,23,.047619049,.32857144,.46000001,8,8,8,.026490066,.17777778,.31999999,0,1,1,,0,0,0,0,1,1,0,0,1,1,0,0,1,,0,,1,1,1,2,2,2,1,1,1,1,8,8,10,10,20,20,0,0,0,0,0,100,0,0,500,0,700,200,200,0,200,270,40,0,80,100,1,0,3,0,0,0,0,0,2,0,305.84305,5.7230721,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,1,1,1,1,99,99,0,0,,,.33333299,.33333299,,,,,,,.33333299,.33333299,1,.41486,5,1,12,1,,1,1,1,1,0,0,0
3,444,Pobre,2.52,107,29,1,7,.065420561,2,.068965517,5,.046728972,1,.034482758,1,1,1,1,1,1,44,44,44,.41121495,2.75,2,9,9,9,.31034482,3,1.8,0,0,8,8,8,.074766353,.5,.36363637,0,0,0,0,0,0,0,0,2,2,2,.018691588,.125,.090909094,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,,1,2,1,1,2,2,1,1,8,1,1,1,9,9,9,9,13,13,60,7,0,0,0,80,0,0,150,10,170,0,9999,9999,25,0,25,0,60,90,1,0,3,0,0,0,0,0,0,2,286.2056,5.6567106,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,2,0,0,0,1,0,1,0,1,99,99,0,0,.33333334,.083333336,.083333336,.083333336,.33333334,,.5,.5,.33333334,.5,.5,.5,,.01372,4,1,13,1,1,1,0,1,0,0,1,0
6,629,No Pobre,2.02,107,29,4,7,.065420561,2,.068965517,5,.046728972,1,.034482758,1,1,1,1,1,0,44,44,44,.41121495,2.75,2,9,9,9,.31034482,3,1.8,1,0,8,8,8,.074766353,.5,.36363637,0,0,0,0,0,0,0,0,2,2,2,.018691588,.125,.090909094,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,2,2,1,1,1,1,6,8,8,8,16,16,50,20,0,0,16,70,0,0,350,100,200,500,200,300,400,200,150,300,150,50,1,0,2,0,0,0,0,0,3,0,195.66743,5.2764163,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,2,0,0,0,1,0,1,0,1,99,99,0,0,.33333334,.083333336,.083333336,.083333336,.33333334,,.5,.5,.33333334,.5,.5,.5,,.01372,4,0,11,1,1,1,1,0,0,0,0,0
6,797,No Pobre,2.25,238,114,2,6,.025210084,3,.02631579,6,.025210084,3,.02631579,1,1,1,1,1,1,98,98,98,.41176471,3.0625,2.5128205,41,41,41,.35964912,3.1538463,2.05,0,0,34,34,34,.14285715,1.0625,.87179488,9,9,9,.078947365,.69230771,.44999999,0,0,5,5,5,.021008404,.15625,.12820514,1,1,1,.0087719299,.07692308,.050000001,0,0,1,,0,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,3,2,2,2,2,1,1,1,1,7,7,12,12,,,0,0,0,0,24,20,0,0,0,0,0,210,100,0,0,270,15,20,150,70,1,2,0,0,0,3,0,0,0,0,62.149414,4.1295414,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,99,99,0,0,,,,,,,,,,,,,0,.01727,4,0,13,1,,1,1,1,1,0,0,0
5,863,No Pobre,1.26,341,122,3,11,.032258064,2,.016393442,4,.011730205,1,.0081967209,0,1,,1,,1,124,124,124,.36363637,1.968254,2.5306122,31,31,31,.25409836,1.7222222,2.3846154,,0,37,37,37,.1085044,.58730161,.75510204,5,5,5,.040983606,.27777779,.38461539,,0,8,8,8,.023460411,.12698413,.1632653,1,1,1,.0081967209,.055555556,.07692308,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,1,2,1,2,2,1,2,1,1,1,1,6,,6,8,15,17,30,0,0,0,20,20,0,0,200,0,100,100,0,0,150,55,0,0,200,30,1,0,0,2,0,0,0,0,3,0,115.77868,4.7516804,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,5,1,1,1,1,1,1,1,0,1,99,99,0,0,,,.33333334,.33333334,,,,,.66666669,,.33333334,.33333334,0,-.2431,4,1,12,1,1,1,0,1,1,0,1,0
8,738,Pobre,2.37,130,82,1,5,.03846154,2,.024390243,4,.030769231,2,.024390243,1,1,1,1,1,1,30,30,30,.23076923,1.3636364,1.5789474,13,13,13,.15853658,1.1818181,.9285714,0,0,6,6,6,.046153847,.27272728,.31578946,1,1,1,.012195121,.090909094,.071428575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,8,10,8,8,18,18,0,10,0,0,12,45,150,20,20,0,0,0,0,0,85,0,0,0,0,32,1,0,2,0,0,0,0,3,0,0,127.4292,4.8475609,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,1,0,0,1,1,0,1,99,99,0,0,,,,,,,,,,,,,0,-.18987,4,1,13,1,1,1,0,0,0,0,1,0
5,760,No Pobre,2.95,130,82,1,5,.03846154,2,.024390243,4,.030769231,2,.024390243,1,1,1,1,1,1,30,30,30,.23076923,1.3636364,1.5789474,13,13,13,.15853658,1.1818181,.9285714,0,0,6,6,6,.046153847,.27272728,.31578946,1,1,1,.012195121,.090909094,.071428575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,2,2,1,1,1,1,8,8,10,10,,,0,45,0,0,0,40,40,5,80,0,90,0,100,0,150,200,45,100,0,50,3,0,1,0,0,0,0,2,0,0,353.21628,5.8670807,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,1,0,0,1,1,0,1,99,99,0,0,,,,,,,,,,,,,0,-.18987,4,0,13,1,1,1,0,0,0,1,0,0
6,648,Pobre,2.12,238,114,2,6,.025210084,3,.02631579,6,.025210084,3,.02631579,1,1,1,1,1,1,98,98,98,.41176471,3.0625,2.5128205,41,41,41,.35964912,3.1538463,2.05,1,0,34,34,34,.14285715,1.0625,.87179488,9,9,9,.078947365,.69230771,.44999999,0,0,5,5,5,.021008404,.15625,.12820514,1,1,1,.0087719299,.07692308,.050000001,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,,1,2,1,1,1,2,2,2,1,1,1,1,,,18,18,18,18,0,10,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,200,20,3,1,0,0,0,0,0,2,0,0,203.52849,5.3158059,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,99,99,0,0,,,,,,,,,,,,,0,.01727,4,0,12,1,1,1,1,1,1,0,0,0
4,991,No Pobre,.57,238,114,1,6,.025210084,3,.02631579,6,.025210084,3,.02631579,1,1,1,1,1,1,98,98,98,.41176471,3.0625,2.5128205,41,41,41,.35964912,3.1538463,2.05,1,0,34,34,34,.14285715,1.0625,.87179488,9,9,9,.078947365,.69230771,.44999999,0,0,5,5,5,.021008404,.15625,.12820514,1,1,1,.0087719299,.07692308,.050000001,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,,,,15,,15,0,0,0,0,20,40,0,0,200,0,0,0,0,0,0,0,0,0,0,20,1,0,3,0,0,0,0,2,0,0,102.70551,4.6318655,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,99,99,0,0,,,,,,,,,,,,,0,.01727,4,0,12,1,1,1,1,1,1,0,0,0
7,660,Pobre,3.22,130,82,4,5,.03846154,2,.024390243,4,.030769231,2,.024390243,1,1,1,1,1,1,30,30,30,.23076923,1.3636364,1.5789474,13,13,13,.15853658,1.1818181,.9285714,0,0,6,6,6,.046153847,.27272728,.31578946,1,1,1,.012195121,.090909094,.071428575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,7,7,10,10,18,18,0,10,0,0,8,40,0,0,100,60,200,200,80,150,300,200,60,100,0,0,2,0,3,0,0,0,0,0,1,0,225.20378,5.4170055,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,1,0,0,1,1,0,1,99,99,0,0,,,,,,,,,,,,,0,-.18987,4,0,12,1,1,1,0,0,0,0,1,0
6,789,No Pobre,2.9,392,165,3,6,.015306123,3,.018181818,6,.015306123,3,.018181818,1,1,1,1,1,1,160,160,160,.40816328,2.4242425,2.5,63,63,63,.38181818,4.1999998,2.25,0,0,51,51,51,.13010204,.77272725,.796875,17,17,17,.1030303,1.1333333,.60714287,0,0,9,9,9,.022959184,.13636364,.140625,1,1,1,.0060606059,.06666667,.035714287,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,8,8,9,9,15,15,0,0,0,0,24,30,0,0,0,0,300,0,0,0,0,0,0,0,80,0,1,0,0,0,0,2,3,0,0,0,74.512489,4.310967,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,3,99,1,20,,,.5,.5,,,.5,,,,,,1,.22061,5,1,14,1,1,1,1,1,1,0,0,0
6,1187,No Pobre,.13,320,77,1,10,.03125,2,.025974026,6,.018750001,2,.025974026,0,1,,0,,0,110,110,110,.34375,2.3404255,1.9642857,12,12,12,.15584415,1.5,1.0909091,,0,43,43,43,.13437501,.91489363,.76785713,2,2,2,.025974026,.25,.18181819,,0,5,5,5,.015625,.10638298,.089285716,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,1,2,1,1,1,1,8,8,7,7,15,15,100,40,0,0,15,20,0,0,100,0,120,80,200,0,120,80,60,0,20,50,1,0,2,3,0,0,0,0,0,0,639.90167,6.4613147,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,5,1,0,1,0,1,1,1,0,1,2,5,1,15,,,.25,.25,,,,,,,,,0,-.51889,4,0,12,1,1,0,1,0,0,0,0,0
6,773,No Pobre,2.98,663,445,3,15,.022624435,10,.02247191,15,.022624435,10,.02247191,1,1,1,1,1,1,204,204,204,.30769232,2.5185184,2.6493506,130,130,130,.29213482,2.7083333,2.9545455,0,0,65,65,65,.098039217,.80246913,.84415585,30,30,30,.067415729,.625,.68181819,0,0,6,6,6,.0090497741,.074074075,.077922076,1,1,1,.002247191,.020833334,.022727273,0,0,1,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,60,60,30,0,40,100,0,0,1,0,2,0,0,0,0,0,0,3,106.43641,4.6675477,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,2,1,0,1,0,1,1,1,1,1,3,99,1,15,,,.33333299,.33333299,,,,,,,,,1,.75492,5,1,14,1,,1,1,0,0,0,0,0
4,887.33,No Pobre,.96,230,161,1,12,.052173913,7,.043478262,7,.030434782,4,.024844721,0,1,,1,,1,65,65,65,.28260869,2.0967741,1.7105263,38,38,38,.23602484,2.2352941,1.5833334,,0,12,12,12,.052173913,.38709676,.31578946,3,3,3,.018633541,.17647059,.125,,0,3,3,3,.013043478,.096774191,.078947365,2,2,2,.01242236,.11764706,.083333336,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,,0,,2,2,1,2,2,2,1,1,1,1,14,15,10,14,16,14,0,45,0,0,30,60,100,0,25,0,0,500,0,0,0,250,0,0,50,120,3,0,1,0,0,0,0,2,0,0,165.62527,5.1097279,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,2,0,1,0,0,1,1,0,1,5,7,0,0,,1,,1,,,,,.41666666,,1,1,0,-.47981,4,0,14,1,1,1,0,,,1,0,1
6,636,Pobre,3.35,230,161,4,12,.052173913,7,.043478262,7,.030434782,4,.024844721,1,1,1,1,1,1,65,65,65,.28260869,2.0967741,1.7105263,38,38,38,.23602484,2.2352941,1.5833334,1,0,12,12,12,.052173913,.38709676,.31578946,3,3,3,.018633541,.17647059,.125,0,0,3,3,3,.013043478,.096774191,.078947365,2,2,2,.01242236,.11764706,.083333336,1,1,1,0,,,,,1,1,0,0,1,1,0,0,1,,1,1,1,1,2,2,2,2,1,1,1,1,12,15,20,10,14,15,0,0,0,0,0,20,150,0,0,0,0,0,0,0,40,16,0,0,10,0,3,0,0,0,0,0,0,0,2,1,165.88055,5.111268,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,2,0,1,0,0,1,1,0,1,5,7,0,0,,1,,1,,,,,.41666666,,1,1,0,-.47981,4,0,12,1,1,1,1,0,0,0,0,0
11,682.5,Pobre,3.53,148,131,5,6,.040540539,6,.045801528,2,.013513514,2,.015267176,1,1,1,1,1,1,47,47,47,.31756756,2.1363637,1.9583334,44,44,44,.33587787,2.2,2.0952382,0,0,13,13,13,.087837838,.59090906,.54166669,11,11,11,.083969466,.55000001,.52380955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,8,8,10,10,12,12,0,6,0,0,8,80,0,0,0,0,200,200,80,100,50,400,46,60,700,100,1,0,2,0,0,0,0,0,0,3,74.754608,4.3142109,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,1,99,99,0,0,,,,,,,,,,,,,,1.15292,5,0,14,1,1,1,0,0,0,1,0,0
